id,name,english.grade,math.grade,sciences.grade,language.grade,nationality,city,gender,ethnic.group
370,Student_370,69.5,0.17,53.74,58.94,British,Toronto,Male,Group B
371,Student_371,62.71,61.44,34.55,97.5,Canadian,Mumbai,Female,Group B
372,Student_372,2.67,19.88,26.11,90.84,Indian,Sydney,Other,Group D
373,Student_373,9.03,3.95,54.89,31.38,Indian,Sydney,Other,Group B
374,Student_374,68.14,57.51,74.81,26.86,Indian,New York,Female,Group C
375,Student_375,59.24,68.96,50.05,15.48,Indian,Sydney,Other,Group C
376,Student_376,66.61,10.42,89.45,51.09,Canadian,New York,Male,Group E
377,Student_377,53.48,28.19,44.32,74.13,American,London,Male,Group B
378,Student_378,48.49,38.65,83.8,45.48,Australian,Sydney,Female,Group D
379,Student_379,62.05,91.6,6.11,23.81,Canadian,Toronto,Other,Group A
380,Student_380,7.86,45.74,64.08,11.06,Indian,Sydney,Female,Group B
381,Student_381,90.65,97.31,11.04,21.42,Australian,New York,Female,Group E
382,Student_382,47.07,11.61,31.39,85.77,British,Toronto,Other,Group A
383,Student_383,26.32,82.16,79.02,84.28,British,Toronto,Male,Group D
384,Student_384,85.45,53.79,87.13,88.85,Canadian,London,Female,Group A
385,Student_385,59.06,77.87,8.54,70.95,British,Mumbai,Female,Group D
386,Student_386,65.85,57.56,7.73,59.75,British,New York,Other,Group A
387,Student_387,68.9,89.94,15.51,10.5,Australian,London,Male,Group C
388,Student_388,44.34,56.92,73.39,82.94,Canadian,New York,Female,Group D
389,Student_389,61.32,1.89,51.42,41.95,Australian,Toronto,Female,Group E
390,Student_390,3.12,82.0,3.33,50.53,Indian,New York,Male,Group A
391,Student_391,29.72,81.29,0.71,56.78,Canadian,Mumbai,Other,Group B
392,Student_392,12.5,66.18,69.5,95.86,Canadian,London,Male,Group D
393,Student_393,65.05,27.18,49.14,8.9,Canadian,London,Male,Group C
394,Student_394,45.69,20.08,27.73,61.46,Canadian,London,Male,Group B
395,Student_395,86.77,71.69,41.25,89.85,British,New York,Male,Group E
396,Student_396,27.83,11.8,57.76,90.91,Indian,Mumbai,Male,Group E
397,Student_397,89.28,54.35,82.05,63.94,Australian,Mumbai,Other,Group A
398,Student_398,10.74,94.03,72.87,85.39,American,Sydney,Other,Group E
399,Student_399,58.12,0.06,97.35,96.35,American,New York,Other,Group C
400,Student_400,76.71,29.54,41.83,20.22,British,Sydney,Female,Group C
401,Student_401,83.8,76.87,81.16,87.15,Australian,New York,Other,Group D
402,Student_402,91.95,21.46,21.82,92.81,Indian,New York,Male,Group D
403,Student_403,29.71,54.64,32.54,15.01,American,London,Other,Group E
404,Student_404,68.77,27.26,80.36,82.15,Australian,Sydney,Other,Group A
405,Student_405,90.17,75.14,13.91,51.53,Australian,Mumbai,Female,Group B
406,Student_406,45.82,42.53,82.45,85.86,Canadian,Toronto,Female,Group C
407,Student_407,78.74,62.17,55.61,57.38,Australian,Sydney,Male,Group B
408,Student_408,53.19,48.45,17.96,52.18,British,Toronto,Other,Group D
409,Student_409,60.74,43.55,10.99,62.47,British,Toronto,Male,Group A
410,Student_410,6.47,29.11,23.73,52.46,Australian,Mumbai,Other,Group D
411,Student_411,55.76,48.31,37.83,43.66,Indian,New York,Other,Group D
412,Student_412,20.04,99.82,0.01,98.59,Australian,Toronto,Female,Group C
413,Student_413,67.68,8.59,71.62,74.24,American,Mumbai,Other,Group D
414,Student_414,17.91,85.82,94.66,75.98,Australian,New York,Female,Group E
415,Student_415,61.02,95.26,39.14,48.46,American,Sydney,Female,Group A
416,Student_416,32.43,29.82,34.64,38.14,Canadian,New York,Other,Group A
417,Student_417,71.01,90.93,42.18,84.82,American,Toronto,Female,Group B
418,Student_418,36.8,13.19,89.39,16.87,Australian,London,Other,Group E
419,Student_419,20.84,69.29,88.1,81.84,British,London,Male,Group D
420,Student_420,55.82,30.98,7.42,52.71,British,New York,Other,Group B
421,Student_421,67.56,8.97,96.61,45.35,British,New York,Other,Group B
422,Student_422,68.85,8.62,2.21,29.54,Canadian,London,Other,Group B
423,Student_423,92.46,53.48,14.34,34.88,Australian,Toronto,Male,Group D
424,Student_424,41.37,33.16,7.03,3.3,Australian,Mumbai,Female,Group C
425,Student_425,58.32,63.68,84.89,71.53,American,Mumbai,Other,Group D
426,Student_426,88.64,91.05,26.07,2.3,American,Toronto,Other,Group B
427,Student_427,76.15,82.91,22.51,83.63,Australian,Sydney,Other,Group D
428,Student_428,88.65,76.27,99.17,14.23,Indian,London,Male,Group E
429,Student_429,13.81,9.92,71.06,54.4,Australian,London,Male,Group A
430,Student_430,73.62,31.24,93.16,64.71,Canadian,London,Male,Group C
431,Student_431,93.83,99.8,74.22,54.7,Canadian,Sydney,Female,Group A
432,Student_432,82.09,11.46,99.97,52.12,American,Sydney,Other,Group C
433,Student_433,89.33,2.42,2.86,96.36,Canadian,Mumbai,Male,Group D
434,Student_434,94.8,16.23,34.45,49.69,British,Mumbai,Other,Group B
435,Student_435,14.12,28.11,76.93,86.01,Indian,Sydney,Other,Group A
436,Student_436,65.58,19.78,37.58,51.77,British,London,Female,Group C
437,Student_437,28.85,79.8,52.62,26.28,Australian,Sydney,Female,Group A
438,Student_438,4.67,89.18,34.32,22.5,American,Mumbai,Male,Group E
439,Student_439,7.12,38.75,99.37,59.49,Canadian,New York,Female,Group B
440,Student_440,13.57,44.9,1.53,97.89,Indian,New York,Female,Group B
441,Student_441,66.6,90.29,22.57,47.83,American,Mumbai,Male,Group D
442,Student_442,31.75,69.4,2.92,71.18,Australian,London,Other,Group C
443,Student_443,34.73,10.3,37.31,75.5,Australian,New York,Female,Group A
444,Student_444,23.86,56.13,40.48,3.23,American,Sydney,Male,Group C
445,Student_445,19.07,38.05,49.96,31.5,British,Mumbai,Female,Group A
446,Student_446,13.24,38.37,14.16,61.91,Australian,London,Female,Group A
447,Student_447,28.95,53.52,63.49,16.06,Australian,London,Other,Group E
448,Student_448,31.92,61.65,74.77,46.94,Canadian,Toronto,Other,Group C
449,Student_449,8.68,17.26,97.32,33.92,Australian,Mumbai,Male,Group A
450,Student_450,9.55,22.03,52.94,95.63,Australian,Sydney,Female,Group A
451,Student_451,2.09,73.06,64.74,47.82,Australian,Sydney,Other,Group A
452,Student_452,64.14,81.61,52.62,22.24,American,Toronto,Male,Group B
453,Student_453,3.66,98.56,85.88,60.6,American,London,Other,Group A
454,Student_454,96.39,64.25,53.31,7.81,Canadian,Sydney,Other,Group D
455,Student_455,70.06,65.4,83.17,98.01,American,Mumbai,Female,Group B
456,Student_456,64.9,98.86,73.74,60.93,American,Sydney,Other,Group B
457,Student_457,73.23,67.35,0.68,7.32,American,Sydney,Male,Group E
458,Student_458,40.67,71.16,60.02,70.53,Indian,New York,Male,Group D
459,Student_459,14.13,31.14,73.59,53.24,Canadian,New York,Female,Group C
460,Student_460,74.56,91.46,42.55,1.2,American,London,Male,Group C
461,Student_461,65.02,5.3,14.73,3.94,British,New York,Female,Group C
462,Student_462,45.97,29.04,28.9,70.71,American,New York,Female,Group D
463,Student_463,59.22,58.61,41.19,3.84,British,Mumbai,Male,Group C
464,Student_464,76.34,3.59,19.43,96.12,American,London,Male,Group E
465,Student_465,55.81,58.84,14.4,98.49,American,London,Female,Group D
466,Student_466,46.66,6.32,46.73,17.89,Indian,Toronto,Other,Group B
467,Student_467,49.58,28.72,71.84,60.17,Indian,Sydney,Other,Group E
468,Student_468,59.69,0.25,94.7,20.52,Canadian,London,Male,Group C
469,Student_469,22.67,22.46,47.52,14.16,Australian,London,Other,Group E
470,Student_470,82.35,78.02,62.13,7.52,Canadian,New York,Other,Group A
471,Student_471,27.53,80.39,93.76,63.74,American,Mumbai,Other,Group B
472,Student_472,20.0,3.69,90.12,58.1,Australian,London,Female,Group B
473,Student_473,49.48,85.18,60.19,17.21,British,Mumbai,Female,Group A
474,Student_474,45.85,38.45,16.74,30.4,Canadian,London,Other,Group B
475,Student_475,93.86,96.76,17.03,43.67,American,Sydney,Male,Group C
476,Student_476,71.12,52.73,14.6,46.67,Australian,Mumbai,Male,Group B
477,Student_477,3.41,71.86,22.33,64.98,British,Toronto,Female,Group C
478,Student_478,59.47,52.11,86.2,60.24,British,Sydney,Male,Group E
479,Student_479,41.61,97.97,90.13,84.03,Australian,New York,Female,Group B
480,Student_480,38.96,33.83,90.44,65.18,American,Sydney,Other,Group D
481,Student_481,39.47,82.47,81.11,13.57,British,New York,Other,Group B
482,Student_482,60.72,35.01,42.48,94.55,Canadian,London,Other,Group E
483,Student_483,79.0,8.68,14.04,20.74,Indian,Sydney,Other,Group A
484,Student_484,32.03,64.4,73.43,37.38,American,New York,Female,Group A
485,Student_485,75.55,26.48,3.88,73.59,Indian,Toronto,Other,Group C
486,Student_486,0.76,33.06,53.15,19.41,British,New York,Female,Group E
487,Student_487,90.3,52.01,34.77,27.88,American,New York,Other,Group A
488,Student_488,18.18,89.41,1.46,35.55,Canadian,Sydney,Male,Group A
489,Student_489,41.51,23.7,4.67,72.98,Australian,Mumbai,Female,Group A
490,Student_490,38.29,25.14,47.71,80.96,American,Mumbai,Male,Group B
491,Student_491,14.03,41.28,47.93,19.86,American,Sydney,Male,Group C
492,Student_492,40.07,73.44,61.36,62.99,Canadian,Mumbai,Female,Group E
493,Student_493,42.86,30.45,40.95,94.7,Canadian,Toronto,Male,Group E
494,Student_494,15.06,18.84,1.25,82.67,Australian,Sydney,Male,Group B
495,Student_495,98.69,25.53,48.79,95.76,Australian,New York,Other,Group E
496,Student_496,42.28,22.36,57.38,55.71,American,Sydney,Other,Group E
497,Student_497,21.75,74.85,94.14,67.56,Australian,New York,Male,Group E
498,Student_498,68.09,98.05,58.29,64.57,British,London,Other,Group A
499,Student_499,78.2,94.07,70.07,23.42,American,Mumbai,Other,Group D
500,Student_500,21.77,13.05,21.01,45.25,American,London,Other,Group E
501,Student_501,96.35,25.88,84.62,70.29,Canadian,Mumbai,Female,Group B
502,Student_502,54.68,70.36,88.75,0.71,Indian,Toronto,Other,Group E
503,Student_503,0.52,87.87,67.1,33.42,Australian,London,Other,Group B
504,Student_504,93.74,42.6,21.57,12.37,British,New York,Male,Group B
505,Student_505,23.89,16.88,53.77,53.16,Canadian,Toronto,Male,Group A
506,Student_506,89.88,76.86,94.16,43.77,Australian,Mumbai,Male,Group E
507,Student_507,87.76,17.55,51.06,57.36,American,New York,Male,Group E
508,Student_508,82.04,36.73,81.15,13.12,American,London,Female,Group A
509,Student_509,61.53,20.2,43.24,43.46,Indian,New York,Male,Group A
510,Student_510,39.85,44.95,87.74,82.17,Indian,Sydney,Male,Group B
511,Student_511,64.35,78.83,71.31,77.11,British,London,Other,Group A
512,Student_512,70.87,36.28,44.83,58.31,American,Toronto,Female,Group D
513,Student_513,65.27,78.32,11.59,25.22,Australian,New York,Male,Group B
514,Student_514,30.68,11.15,4.27,68.86,Canadian,Toronto,Female,Group D
515,Student_515,41.02,62.32,72.12,28.77,Canadian,Toronto,Male,Group C
516,Student_516,4.48,69.83,42.72,10.99,Indian,New York,Female,Group A
517,Student_517,87.81,75.01,57.5,98.64,American,Mumbai,Other,Group C
518,Student_518,33.02,93.42,39.64,22.3,Canadian,Sydney,Female,Group A
519,Student_519,73.48,29.68,38.05,35.43,British,Toronto,Male,Group B
520,Student_520,37.79,22.45,61.55,7.35,British,New York,Other,Group D
521,Student_521,84.92,87.01,60.4,41.1,American,Sydney,Female,Group A
522,Student_522,21.45,39.32,85.53,47.79,Canadian,Mumbai,Male,Group A
523,Student_523,84.39,14.84,27.32,71.62,Indian,Sydney,Other,Group B
524,Student_524,0.54,31.34,4.22,50.72,Indian,London,Male,Group A
525,Student_525,17.05,40.35,77.95,25.12,American,Sydney,Other,Group E
526,Student_526,27.51,23.24,74.73,85.17,British,New York,Female,Group D
527,Student_527,73.76,56.49,16.27,95.09,Australian,Sydney,Female,Group D
528,Student_528,42.59,48.2,22.76,7.85,Indian,New York,Male,Group E
529,Student_529,19.88,97.49,71.14,65.13,American,Mumbai,Other,Group A
530,Student_530,83.36,0.08,88.4,36.28,Canadian,Mumbai,Female,Group E
531,Student_531,61.62,80.01,23.05,87.79,British,Sydney,Male,Group C
532,Student_532,34.7,61.39,93.39,88.47,American,Mumbai,Other,Group E
533,Student_533,60.52,47.84,16.11,82.41,Indian,Mumbai,Male,Group B
534,Student_534,66.97,86.09,40.87,42.4,Canadian,London,Other,Group E
535,Student_535,99.67,53.87,17.55,6.25,Canadian,Mumbai,Male,Group C
536,Student_536,87.12,44.24,2.1,17.57,Canadian,London,Male,Group D
537,Student_537,41.17,50.25,73.0,0.25,Australian,London,Other,Group A
538,Student_538,2.49,15.62,65.47,30.35,Australian,London,Male,Group C
539,Student_539,73.76,1.56,96.38,64.53,British,Sydney,Other,Group E
540,Student_540,57.28,21.14,71.22,9.81,American,New York,Other,Group E
541,Student_541,86.22,28.34,76.31,84.24,Indian,Mumbai,Other,Group D
542,Student_542,52.7,18.76,57.45,22.32,Indian,Sydney,Male,Group A
543,Student_543,34.58,45.26,96.29,59.96,Indian,Mumbai,Other,Group E
544,Student_544,80.14,38.77,43.83,55.6,American,Mumbai,Male,Group E
545,Student_545,31.46,2.05,80.97,87.44,Indian,Toronto,Female,Group C
546,Student_546,59.54,9.99,65.03,70.46,Australian,New York,Other,Group E
547,Student_547,50.4,96.1,3.69,17.49,Australian,London,Male,Group B
548,Student_548,48.48,20.73,84.09,23.27,Australian,Mumbai,Male,Group A
549,Student_549,71.1,33.87,0.7,81.5,Canadian,Mumbai,Male,Group B
550,Student_550,51.34,68.24,37.34,14.01,Australian,Toronto,Male,Group E
551,Student_551,46.06,86.2,68.43,13.06,Indian,New York,Female,Group D
552,Student_552,83.04,19.4,54.48,94.09,American,Toronto,Female,Group C
553,Student_553,45.59,83.09,19.31,60.06,Indian,London,Other,Group B
554,Student_554,25.4,71.37,67.42,87.01,American,New York,Male,Group E
555,Student_555,35.75,37.63,21.35,84.0,Australian,New York,Other,Group D
556,Student_556,67.03,49.61,36.37,0.6,American,London,Male,Group B
557,Student_557,21.26,0.91,0.96,25.39,British,Sydney,Male,Group C
558,Student_558,86.55,77.72,78.57,93.09,Australian,Sydney,Other,Group C
559,Student_559,16.29,89.58,48.23,3.89,Australian,London,Female,Group E
560,Student_560,17.24,74.92,90.64,66.72,American,London,Other,Group A
561,Student_561,8.31,34.71,2.36,98.71,Indian,Mumbai,Female,Group B
562,Student_562,88.6,75.31,88.46,82.16,Canadian,Toronto,Other,Group D
563,Student_563,98.0,87.3,96.66,69.94,Indian,London,Female,Group A
564,Student_564,92.38,23.96,36.34,29.74,Australian,Mumbai,Male,Group A
565,Student_565,29.88,60.89,42.54,1.8,American,New York,Female,Group D
566,Student_566,87.63,26.13,34.96,97.88,American,Toronto,Other,Group A
567,Student_567,52.01,8.04,13.09,85.74,Indian,New York,Other,Group A
568,Student_568,25.64,37.82,45.01,58.63,American,Sydney,Male,Group A
569,Student_569,62.17,23.29,60.22,2.81,Australian,Mumbai,Male,Group B
570,Student_570,75.37,78.08,87.11,10.21,Indian,London,Male,Group E
571,Student_571,63.43,8.64,20.64,36.81,Indian,Mumbai,Male,Group D
572,Student_572,45.29,76.55,15.75,68.63,Indian,Sydney,Other,Group B
573,Student_573,53.11,60.01,71.88,87.57,Canadian,Toronto,Other,Group E
574,Student_574,92.59,91.2,39.99,21.1,British,Toronto,Female,Group C
575,Student_575,69.36,65.59,91.51,86.73,British,Toronto,Male,Group B
576,Student_576,8.77,87.12,78.14,7.98,American,London,Other,Group B
577,Student_577,0.2,78.38,86.06,56.25,Indian,New York,Male,Group D
578,Student_578,47.65,6.42,89.85,79.57,Australian,Mumbai,Other,Group A
579,Student_579,55.85,87.27,67.54,8.83,Indian,Mumbai,Male,Group E
580,Student_580,65.22,72.92,67.08,20.14,Australian,London,Other,Group D
581,Student_581,42.94,26.77,37.92,27.41,British,London,Other,Group B
582,Student_582,47.75,13.86,37.51,68.12,American,New York,Other,Group A
583,Student_583,91.27,16.31,71.84,94.23,Indian,New York,Other,Group B
584,Student_584,70.97,76.24,63.84,48.64,Indian,Toronto,Other,Group B
585,Student_585,92.82,22.35,91.88,0.0,American,London,Female,Group C
586,Student_586,95.09,61.62,61.3,2.28,American,New York,Other,Group A
587,Student_587,60.35,56.16,78.49,78.85,American,New York,Male,Group B
588,Student_588,54.83,1.53,48.44,25.68,American,Mumbai,Other,Group A
589,Student_589,41.35,9.81,48.14,1.52,Indian,Sydney,Other,Group A
590,Student_590,53.69,30.66,42.63,52.64,American,Mumbai,Male,Group D
591,Student_591,32.84,45.83,90.63,94.3,Indian,Sydney,Male,Group B
592,Student_592,69.56,3.94,25.96,18.75,American,Sydney,Female,Group B
593,Student_593,21.05,24.33,49.94,87.98,British,Toronto,Male,Group D
594,Student_594,29.08,84.36,40.51,60.32,Australian,Mumbai,Female,Group E
595,Student_595,53.41,69.21,24.53,6.43,Indian,Mumbai,Other,Group B
596,Student_596,53.44,42.86,65.02,54.89,British,Toronto,Female,Group A
597,Student_597,21.59,11.21,32.3,23.01,Australian,Sydney,Female,Group C
598,Student_598,23.69,51.92,7.92,53.95,British,Sydney,Male,Group C
599,Student_599,10.29,88.92,40.05,54.21,American,Sydney,Male,Group D
600,Student_600,4.63,10.54,53.14,70.29,Canadian,New York,Female,Group A
601,Student_601,63.93,58.4,45.48,32.22,American,Mumbai,Other,Group D
602,Student_602,45.82,71.1,32.82,51.26,Canadian,New York,Other,Group C
603,Student_603,42.53,31.02,33.18,16.04,Australian,Toronto,Male,Group B
604,Student_604,63.25,17.61,24.25,99.83,Australian,Sydney,Other,Group D
605,Student_605,78.08,3.35,9.11,97.11,Australian,New York,Female,Group B
606,Student_606,39.57,58.02,13.04,12.23,Indian,Sydney,Other,Group A
607,Student_607,54.76,25.76,86.79,40.23,American,London,Other,Group B
608,Student_608,45.59,59.23,84.08,92.38,Indian,Mumbai,Female,Group B
609,Student_609,32.54,50.74,69.85,81.23,Indian,Toronto,Male,Group E
610,Student_610,67.89,57.45,62.01,99.18,Canadian,London,Female,Group E
611,Student_611,1.21,24.64,58.53,16.53,Australian,New York,Other,Group B
612,Student_612,83.63,35.12,42.49,96.5,American,Sydney,Female,Group C
613,Student_613,50.11,3.79,60.95,43.43,Indian,London,Male,Group E
614,Student_614,54.01,27.61,78.69,48.18,Indian,Mumbai,Male,Group C
615,Student_615,77.35,68.13,32.14,7.03,American,Toronto,Other,Group A
616,Student_616,67.08,87.86,50.46,46.32,Indian,New York,Male,Group E
617,Student_617,80.53,23.7,12.32,70.78,Canadian,Toronto,Other,Group C
618,Student_618,42.88,49.35,86.38,52.76,British,Mumbai,Female,Group C
619,Student_619,25.31,23.67,77.99,38.05,British,Toronto,Other,Group D
620,Student_620,62.61,88.84,60.56,69.71,Indian,Mumbai,Male,Group D
621,Student_621,58.08,33.45,37.14,28.91,American,New York,Female,Group E
622,Student_622,78.41,85.16,33.48,38.56,Canadian,Sydney,Other,Group C
623,Student_623,11.42,94.26,73.63,26.76,American,New York,Other,Group A
624,Student_624,65.94,33.69,66.41,38.04,Australian,Mumbai,Female,Group B
625,Student_625,7.34,17.79,71.95,17.86,American,Toronto,Male,Group B
626,Student_626,12.2,67.87,70.67,93.71,Indian,London,Female,Group B
627,Student_627,99.05,55.11,56.5,51.76,American,Toronto,Male,Group D
628,Student_628,31.4,26.79,51.58,63.63,Indian,Sydney,Other,Group C
629,Student_629,41.62,5.37,57.77,55.78,Australian,Sydney,Other,Group B
630,Student_630,98.98,32.48,47.4,69.33,American,Toronto,Female,Group A
631,Student_631,59.74,45.2,82.33,8.04,Canadian,New York,Female,Group D
632,Student_632,83.32,94.68,79.98,20.3,American,Mumbai,Male,Group B
633,Student_633,67.17,44.47,46.98,37.32,American,Mumbai,Other,Group A
634,Student_634,4.8,82.3,71.48,59.91,Canadian,Mumbai,Male,Group A
635,Student_635,90.12,15.15,50.76,33.36,American,London,Other,Group D
636,Student_636,62.4,3.42,91.34,34.88,American,Toronto,Female,Group D
637,Student_637,11.38,35.52,88.86,81.98,Australian,Toronto,Other,Group E
638,Student_638,50.68,46.16,43.66,28.44,Canadian,New York,Other,Group C
639,Student_639,69.34,38.85,48.74,25.35,Canadian,London,Male,Group E
640,Student_640,24.4,93.85,32.12,73.42,Canadian,Sydney,Other,Group D
641,Student_641,78.5,30.46,50.1,91.71,American,New York,Other,Group B
642,Student_642,70.35,45.74,26.75,34.01,British,London,Other,Group B
643,Student_643,65.81,20.59,0.43,20.59,Canadian,New York,Male,Group D
644,Student_644,93.93,41.37,40.16,43.41,American,Mumbai,Male,Group E
645,Student_645,83.01,92.07,56.22,60.78,Canadian,New York,Male,Group E
646,Student_646,98.82,7.18,9.76,84.86,Indian,Toronto,Female,Group B
647,Student_647,60.38,51.58,35.9,33.17,Australian,Sydney,Male,Group A
648,Student_648,26.66,1.7,87.03,15.94,Canadian,Mumbai,Male,Group C
649,Student_649,90.52,45.2,82.28,44.37,American,Sydney,Other,Group A
650,Student_650,7.24,74.12,32.23,67.52,American,New York,Female,Group B
651,Student_651,28.44,95.75,32.3,51.3,American,New York,Female,Group E
652,Student_652,73.53,51.47,70.36,19.76,Indian,Mumbai,Female,Group C
653,Student_653,78.37,95.69,83.91,38.65,American,New York,Female,Group B
654,Student_654,99.24,43.98,56.84,49.76,British,London,Male,Group C
655,Student_655,60.79,79.42,88.63,55.34,British,New York,Other,Group D
656,Student_656,78.33,8.36,93.24,8.86,Indian,Toronto,Other,Group C
657,Student_657,53.65,2.07,19.9,65.71,British,Toronto,Male,Group B
658,Student_658,81.44,83.11,37.13,93.89,Canadian,Sydney,Male,Group A
659,Student_659,53.91,28.81,34.66,67.41,Canadian,Sydney,Female,Group D
660,Student_660,71.47,22.62,46.37,39.54,American,Mumbai,Female,Group E
661,Student_661,94.65,13.66,16.16,59.39,Canadian,Mumbai,Female,Group B
662,Student_662,9.36,41.33,90.72,13.41,American,Toronto,Female,Group A
663,Student_663,4.19,20.05,73.22,45.78,Australian,Toronto,Other,Group C
664,Student_664,72.03,36.39,66.37,66.19,Australian,New York,Female,Group C
665,Student_665,2.26,74.17,80.21,71.59,Australian,Sydney,Other,Group E
666,Student_666,26.99,96.31,11.02,43.68,Canadian,Mumbai,Female,Group B
667,Student_667,26.66,2.96,73.37,5.28,British,London,Other,Group D
668,Student_668,84.66,95.91,27.17,26.62,Indian,Sydney,Male,Group C
669,Student_669,8.77,56.96,77.44,63.89,Australian,New York,Male,Group A
670,Student_670,5.57,78.02,40.7,48.67,American,Toronto,Female,Group C
671,Student_671,70.47,54.17,44.26,72.81,Australian,Sydney,Male,Group B
672,Student_672,38.58,12.37,46.63,60.18,British,Toronto,Other,Group C
673,Student_673,22.15,22.09,13.51,62.46,British,New York,Other,Group E
674,Student_674,27.49,21.78,4.28,13.15,Australian,New York,Other,Group D
675,Student_675,9.28,90.27,50.13,26.38,Canadian,Toronto,Female,Group D
676,Student_676,25.77,56.61,77.1,48.09,Australian,Mumbai,Male,Group D
677,Student_677,50.4,55.6,52.65,83.8,American,Mumbai,Other,Group D
678,Student_678,21.99,19.91,18.25,28.51,Canadian,Mumbai,Male,Group B
679,Student_679,13.89,57.2,95.02,7.33,Indian,Mumbai,Female,Group C
680,Student_680,67.19,76.87,36.51,16.32,Canadian,Toronto,Other,Group D
681,Student_681,39.57,66.32,77.77,46.63,British,New York,Other,Group B
682,Student_682,68.54,67.22,86.3,98.4,Canadian,London,Other,Group D
683,Student_683,0.21,26.39,58.88,76.29,British,Sydney,Male,Group D
684,Student_684,65.29,52.24,46.9,92.02,Canadian,Mumbai,Other,Group A
685,Student_685,28.84,20.53,40.82,7.36,Australian,Toronto,Male,Group E
686,Student_686,80.88,18.95,16.45,65.78,Australian,Mumbai,Other,Group A
687,Student_687,13.11,86.08,64.48,77.35,Australian,New York,Female,Group B
688,Student_688,17.23,95.23,41.6,58.41,Canadian,Sydney,Other,Group E
689,Student_689,98.72,97.97,21.32,19.73,Australian,London,Other,Group A
690,Student_690,36.51,27.93,32.84,11.86,American,Mumbai,Other,Group E
691,Student_691,26.63,70.26,99.5,69.45,Australian,New York,Female,Group E
692,Student_692,1.6,77.44,31.25,98.32,British,London,Male,Group C
693,Student_693,2.56,21.25,65.64,87.24,British,New York,Other,Group E
694,Student_694,33.36,84.18,31.17,82.52,British,New York,Other,Group C
695,Student_695,12.11,78.19,8.18,84.57,Indian,New York,Female,Group D
696,Student_696,49.92,88.11,4.59,13.45,American,New York,Male,Group D
697,Student_697,28.3,78.16,13.5,69.13,British,Toronto,Female,Group B
698,Student_698,5.44,98.99,22.75,21.54,Australian,Mumbai,Female,Group E
699,Student_699,59.17,64.43,54.67,70.45,Canadian,New York,Male,Group C
700,Student_700,18.0,71.84,43.2,6.8,Canadian,Mumbai,Female,Group E
701,Student_701,5.61,90.04,64.43,14.06,Indian,New York,Male,Group E
702,Student_702,25.53,38.2,96.75,10.15,Australian,Toronto,Female,Group D
703,Student_703,58.71,95.12,50.08,98.45,British,Mumbai,Other,Group C
704,Student_704,87.4,78.4,70.2,8.31,Australian,Mumbai,Male,Group D
705,Student_705,54.69,52.44,11.05,90.05,Australian,Mumbai,Female,Group B
706,Student_706,10.23,51.57,64.49,49.14,Australian,Sydney,Male,Group D
707,Student_707,41.59,39.78,96.96,34.4,Australian,Mumbai,Female,Group B
708,Student_708,10.51,48.03,85.89,69.78,American,Mumbai,Male,Group B
709,Student_709,77.45,62.66,32.38,46.52,Australian,Mumbai,Male,Group E
710,Student_710,52.43,80.46,24.36,0.22,American,Mumbai,Female,Group D
711,Student_711,69.66,1.17,2.56,59.21,American,Sydney,Female,Group C
712,Student_712,75.7,32.14,90.05,50.53,Australian,London,Female,Group C
713,Student_713,11.21,67.32,3.68,56.91,American,Toronto,Other,Group D
714,Student_714,86.54,25.79,56.12,99.85,Indian,Sydney,Female,Group E
715,Student_715,81.88,35.83,29.08,64.79,American,New York,Female,Group D
716,Student_716,48.56,73.95,42.18,22.54,Indian,Sydney,Female,Group D
717,Student_717,89.38,79.75,82.13,65.06,Australian,Toronto,Female,Group C
718,Student_718,73.75,89.05,78.36,72.31,American,Toronto,Female,Group A
719,Student_719,49.12,45.77,66.71,4.07,British,New York,Female,Group E
720,Student_720,70.44,32.63,11.23,85.89,Australian,Sydney,Other,Group E
721,Student_721,88.01,56.38,83.2,67.97,American,Toronto,Other,Group A
722,Student_722,24.07,77.79,60.13,79.43,Australian,London,Female,Group D
723,Student_723,18.67,48.58,13.91,29.94,Canadian,London,Female,Group B
724,Student_724,95.03,74.07,24.71,41.02,Australian,Sydney,Other,Group C
725,Student_725,94.72,12.85,55.8,72.43,British,London,Male,Group D
726,Student_726,76.95,8.93,53.11,83.96,Canadian,New York,Female,Group D
727,Student_727,58.87,22.69,3.68,56.55,Canadian,Toronto,Male,Group A
728,Student_728,69.88,42.73,99.22,33.53,Canadian,Sydney,Other,Group D
729,Student_729,22.39,35.11,97.81,43.89,Australian,Mumbai,Female,Group A
730,Student_730,5.45,47.05,32.13,33.22,British,Toronto,Female,Group C
731,Student_731,99.39,34.79,2.46,26.34,Australian,Sydney,Other,Group D
732,Student_732,0.25,68.04,42.92,53.86,British,New York,Other,Group B
733,Student_733,55.08,83.0,18.34,64.65,Australian,Toronto,Female,Group E
734,Student_734,46.77,10.87,37.81,34.72,Indian,Toronto,Male,Group D
735,Student_735,39.98,18.67,98.03,49.01,Australian,Toronto,Female,Group A
736,Student_736,79.11,73.56,60.83,31.95,Australian,New York,Male,Group C
737,Student_737,45.45,14.94,30.96,14.61,British,New York,Other,Group A
738,Student_738,54.91,47.91,55.15,59.17,Canadian,New York,Male,Group B
739,Student_739,93.17,30.25,76.68,28.82,Indian,New York,Female,Group D
740,Student_740,39.42,64.55,6.73,88.92,British,Toronto,Female,Group C
