id,name,nationality,city,gender,ethnic.group,english.grade,math.grade,sciences.grade,language.grade
465,Student_465,India,London,Female,Group_A,59,77,56,99
466,Student_466,India,New York,Female,Group_A,94,79,88,51
467,Student_467,India,Mumbai,Female,Group_A,99,53,91,58
468,Student_468,China,New York,Female,Group_B,96,88,97,66
469,Student_469,USA,Mumbai,Female,Group_C,61,69,75,95
470,Student_470,UK,Mumbai,Male,Group_A,96,74,89,85
471,Student_471,India,New York,Male,Group_A,62,77,58,66
472,Student_472,Germany,Berlin,Female,Group_A,99,61,90,98
473,Student_473,India,Mumbai,Female,Group_C,96,51,83,61
474,Student_474,Germany,New York,Female,Group_C,60,92,94,69
475,Student_475,China,Mumbai,Male,Group_C,68,63,62,99
476,Student_476,Germany,Beijing,Female,Group_B,84,71,85,52
477,Student_477,UK,Berlin,Male,Group_B,88,80,74,92
478,Student_478,USA,London,Female,Group_A,75,72,73,99
479,Student_479,Germany,Mumbai,Male,Group_C,95,97,93,53
480,Student_480,Germany,Beijing,Female,Group_A,63,69,66,66
481,Student_481,USA,London,Male,Group_C,94,87,51,99
482,Student_482,UK,London,Female,Group_C,93,53,62,86
483,Student_483,India,Mumbai,Male,Group_C,73,64,80,95
484,Student_484,Germany,New York,Male,Group_B,90,73,78,91
485,Student_485,USA,Mumbai,Male,Group_B,50,74,99,64
486,Student_486,China,Beijing,Male,Group_C,92,50,77,82
487,Student_487,USA,London,Male,Group_A,71,56,76,65
488,Student_488,China,Mumbai,Male,Group_C,72,80,64,60
489,Student_489,UK,New York,Male,Group_C,68,61,80,69
490,Student_490,India,Mumbai,Female,Group_A,67,91,89,87
491,Student_491,USA,Berlin,Female,Group_C,61,54,64,73
492,Student_492,Germany,New York,Female,Group_A,77,93,82,65
493,Student_493,UK,Beijing,Female,Group_B,77,99,69,79
494,Student_494,USA,London,Female,Group_B,82,91,91,83
495,Student_495,Germany,Mumbai,Male,Group_A,68,87,61,50
496,Student_496,USA,New York,Male,Group_B,77,61,86,73
497,Student_497,China,Berlin,Male,Group_B,98,88,58,73
498,Student_498,USA,New York,Male,Group_A,86,67,72,58
499,Student_499,USA,Berlin,Male,Group_B,75,51,57,71
500,Student_500,USA,Beijing,Female,Group_C,84,59,81,61
501,Student_501,UK,London,Female,Group_C,83,64,97,66
502,Student_502,USA,Beijing,Female,Group_A,84,79,63,74
503,Student_503,Germany,Mumbai,Female,Group_B,89,93,76,77
504,Student_504,China,New York,Male,Group_C,65,66,74,64
505,Student_505,China,Berlin,Male,Group_C,87,53,62,79
506,Student_506,USA,Berlin,Male,Group_B,62,56,70,76
507,Student_507,UK,New York,Female,Group_B,72,90,94,71
508,Student_508,UK,New York,Male,Group_C,71,80,80,59
509,Student_509,Germany,Mumbai,Female,Group_C,65,88,86,80
510,Student_510,USA,Beijing,Male,Group_A,77,83,97,76
511,Student_511,China,Berlin,Male,Group_A,97,55,92,61
512,Student_512,UK,Mumbai,Female,Group_C,84,99,54,95
513,Student_513,USA,Beijing,Male,Group_A,94,87,62,80
514,Student_514,UK,Mumbai,Male,Group_C,95,94,77,81
515,Student_515,UK,Berlin,Female,Group_C,57,83,92,81
516,Student_516,China,New York,Male,Group_A,93,93,74,90
517,Student_517,India,New York,Female,Group_A,71,64,84,94
518,Student_518,Germany,Beijing,Male,Group_B,70,63,96,84
519,Student_519,Germany,London,Male,Group_B,75,55,88,95
520,Student_520,China,Beijing,Male,Group_B,89,99,56,70
521,Student_521,UK,London,Male,Group_C,70,86,87,59
522,Student_522,USA,Mumbai,Male,Group_A,74,99,81,65
523,Student_523,UK,Mumbai,Male,Group_C,90,81,52,56
524,Student_524,China,Berlin,Male,Group_A,50,52,94,53
525,Student_525,Germany,London,Male,Group_C,55,52,88,76
526,Student_526,UK,Berlin,Female,Group_B,72,71,86,74
527,Student_527,Germany,New York,Female,Group_B,72,71,99,80
528,Student_528,USA,London,Male,Group_B,92,59,71,60
529,Student_529,Germany,Beijing,Male,Group_C,92,52,57,97
530,Student_530,Germany,New York,Female,Group_A,72,61,66,69
531,Student_531,India,New York,Male,Group_A,81,78,76,85
532,Student_532,India,Beijing,Male,Group_B,79,97,82,66
533,Student_533,India,New York,Female,Group_B,62,66,95,94
534,Student_534,Germany,London,Male,Group_B,92,56,66,60
535,Student_535,China,Berlin,Male,Group_B,67,62,91,79
536,Student_536,Germany,New York,Female,Group_A,72,51,61,84
537,Student_537,China,London,Male,Group_C,64,53,97,90
538,Student_538,China,Mumbai,Male,Group_C,82,59,95,87
539,Student_539,India,London,Female,Group_C,70,88,76,71
540,Student_540,UK,Berlin,Male,Group_C,88,73,97,92
541,Student_541,USA,London,Female,Group_B,72,66,57,97
542,Student_542,India,Beijing,Male,Group_B,76,55,72,76
543,Student_543,India,Berlin,Male,Group_B,94,68,91,86
544,Student_544,UK,Mumbai,Female,Group_C,93,54,98,95
545,Student_545,USA,Beijing,Female,Group_B,67,81,78,98
546,Student_546,Germany,London,Male,Group_B,73,59,99,84
547,Student_547,Germany,Berlin,Female,Group_A,96,58,69,53
548,Student_548,India,Mumbai,Female,Group_A,89,76,65,65
549,Student_549,USA,Beijing,Male,Group_B,91,62,66,65
550,Student_550,India,Mumbai,Male,Group_A,56,68,65,70
551,Student_551,China,London,Male,Group_A,99,70,68,75
552,Student_552,India,Mumbai,Female,Group_B,97,73,57,85
553,Student_553,India,New York,Female,Group_B,69,87,87,68
554,Student_554,Germany,Beijing,Female,Group_B,76,53,87,66
555,Student_555,Germany,Mumbai,Female,Group_B,55,73,78,94
556,Student_556,Germany,London,Male,Group_C,76,84,90,75
557,Student_557,China,London,Female,Group_C,58,52,85,71
558,Student_558,Germany,Mumbai,Male,Group_B,94,53,75,77
559,Student_559,USA,London,Female,Group_A,80,86,80,50
560,Student_560,UK,Berlin,Male,Group_B,70,89,93,93
561,Student_561,USA,Berlin,Male,Group_B,75,97,61,85
562,Student_562,USA,Berlin,Male,Group_A,89,84,66,92
563,Student_563,Germany,New York,Female,Group_C,97,80,64,86
564,Student_564,UK,Mumbai,Male,Group_B,94,93,58,51
565,Student_565,UK,New York,Male,Group_B,62,74,88,66
566,Student_566,UK,London,Female,Group_C,98,89,91,89
567,Student_567,China,New York,Male,Group_C,72,62,97,87
568,Student_568,Germany,London,Female,Group_A,69,53,61,70
569,Student_569,UK,London,Female,Group_C,86,95,81,58
570,Student_570,China,Beijing,Male,Group_C,77,63,74,62
571,Student_571,India,Berlin,Male,Group_C,66,62,88,60
572,Student_572,India,London,Female,Group_A,77,76,67,65
573,Student_573,China,Beijing,Male,Group_C,90,55,64,65
574,Student_574,China,Berlin,Female,Group_C,51,66,81,51
575,Student_575,Germany,London,Female,Group_A,74,85,55,91
576,Student_576,Germany,London,Female,Group_C,99,89,93,93
577,Student_577,India,New York,Male,Group_C,90,98,92,57
578,Student_578,UK,New York,Female,Group_A,55,84,84,92
579,Student_579,India,Berlin,Male,Group_B,60,66,83,91
580,Student_580,UK,London,Male,Group_A,87,90,87,62
581,Student_581,UK,Mumbai,Male,Group_C,55,51,54,66
582,Student_582,Germany,New York,Male,Group_C,94,62,67,88
583,Student_583,USA,Berlin,Female,Group_C,60,51,65,73
584,Student_584,USA,London,Male,Group_A,63,77,57,52
585,Student_585,China,London,Female,Group_C,51,92,74,79
586,Student_586,Germany,Mumbai,Female,Group_C,89,75,81,62
587,Student_587,UK,Berlin,Male,Group_A,52,71,75,68
588,Student_588,USA,London,Female,Group_B,84,96,71,56
589,Student_589,UK,New York,Female,Group_B,82,92,80,58
590,Student_590,USA,Mumbai,Male,Group_C,73,52,92,68
591,Student_591,USA,Berlin,Female,Group_A,68,84,59,94
592,Student_592,USA,Mumbai,Female,Group_C,67,61,61,89
593,Student_593,Germany,New York,Female,Group_A,98,73,77,71
594,Student_594,India,Berlin,Female,Group_A,73,54,55,67
595,Student_595,UK,Mumbai,Male,Group_B,94,69,69,72
596,Student_596,Germany,Beijing,Female,Group_B,84,88,54,51
597,Student_597,Germany,New York,Female,Group_A,50,88,72,99
598,Student_598,Germany,New York,Female,Group_C,85,62,58,99
599,Student_599,Germany,New York,Female,Group_B,74,90,78,60
600,Student_600,Germany,Beijing,Male,Group_C,94,94,65,80
601,Student_601,China,Beijing,Female,Group_B,98,61,95,82
602,Student_602,UK,London,Male,Group_B,92,62,71,63
603,Student_603,Germany,Mumbai,Female,Group_C,83,59,57,65
604,Student_604,UK,London,Male,Group_B,74,82,69,60
605,Student_605,China,Mumbai,Male,Group_B,65,89,63,82
606,Student_606,China,Beijing,Male,Group_C,83,65,88,56
607,Student_607,UK,Beijing,Male,Group_B,78,94,86,80
608,Student_608,USA,London,Male,Group_B,68,84,99,97
609,Student_609,India,Berlin,Female,Group_B,72,52,83,95
610,Student_610,USA,London,Female,Group_C,68,54,60,96
611,Student_611,USA,Mumbai,Female,Group_A,74,75,89,63
612,Student_612,USA,London,Male,Group_C,65,60,82,77
613,Student_613,Germany,New York,Female,Group_A,58,56,80,92
614,Student_614,China,Mumbai,Male,Group_B,50,59,93,65
615,Student_615,USA,Mumbai,Male,Group_A,91,91,83,68
616,Student_616,China,Berlin,Female,Group_C,68,83,99,66
617,Student_617,UK,Beijing,Female,Group_C,82,52,56,75
618,Student_618,India,Mumbai,Male,Group_B,83,57,98,55
619,Student_619,UK,Beijing,Male,Group_A,65,80,72,92
620,Student_620,UK,London,Female,Group_B,93,60,95,98
621,Student_621,Germany,New York,Female,Group_B,89,94,56,58
622,Student_622,India,Berlin,Female,Group_C,67,56,74,99
623,Student_623,UK,Beijing,Female,Group_A,83,94,52,66
624,Student_624,UK,Mumbai,Male,Group_A,74,51,87,80
625,Student_625,India,Beijing,Female,Group_A,94,55,69,61
626,Student_626,India,Mumbai,Female,Group_A,55,90,83,72
627,Student_627,UK,Beijing,Female,Group_B,70,81,98,54
628,Student_628,India,Mumbai,Male,Group_B,55,69,93,92
629,Student_629,UK,London,Male,Group_C,81,83,93,85
630,Student_630,UK,Mumbai,Male,Group_B,90,99,79,85
631,Student_631,Germany,Mumbai,Male,Group_B,97,65,66,52
632,Student_632,USA,New York,Female,Group_C,92,74,59,73
633,Student_633,UK,Mumbai,Male,Group_C,88,61,84,66
634,Student_634,China,New York,Female,Group_C,80,56,69,88
635,Student_635,USA,Berlin,Female,Group_B,91,88,67,75
636,Student_636,USA,New York,Female,Group_B,59,66,94,53
637,Student_637,USA,London,Female,Group_C,79,94,93,94
638,Student_638,Germany,New York,Male,Group_C,67,60,76,61
639,Student_639,UK,Berlin,Male,Group_C,73,55,98,50
640,Student_640,Germany,London,Male,Group_B,58,72,85,70
641,Student_641,UK,Beijing,Female,Group_B,80,76,72,68
642,Student_642,Germany,Beijing,Female,Group_A,64,95,81,70
643,Student_643,Germany,New York,Female,Group_B,53,55,59,67
644,Student_644,China,New York,Female,Group_B,89,87,60,92
645,Student_645,Germany,Berlin,Female,Group_B,58,51,87,52
646,Student_646,India,Berlin,Male,Group_C,94,71,55,98
647,Student_647,China,Mumbai,Female,Group_B,58,69,90,93
648,Student_648,Germany,Berlin,Male,Group_C,75,74,96,81
649,Student_649,USA,Mumbai,Female,Group_A,53,64,83,59
650,Student_650,India,London,Female,Group_A,66,98,85,89
651,Student_651,India,New York,Male,Group_C,65,78,86,64
652,Student_652,India,London,Male,Group_C,64,57,66,54
653,Student_653,China,Berlin,Female,Group_C,84,86,89,53
654,Student_654,Germany,London,Female,Group_B,54,98,89,77
655,Student_655,Germany,London,Female,Group_A,54,82,61,53
656,Student_656,USA,London,Female,Group_C,69,71,70,64
657,Student_657,USA,Berlin,Male,Group_B,64,99,89,66
658,Student_658,India,London,Female,Group_A,67,96,68,93
659,Student_659,USA,Mumbai,Male,Group_B,96,54,52,52
660,Student_660,China,Berlin,Female,Group_A,51,88,67,59
661,Student_661,Germany,London,Male,Group_B,78,67,68,96
662,Student_662,India,Berlin,Male,Group_A,62,87,96,91
663,Student_663,USA,Beijing,Female,Group_A,53,86,55,72
664,Student_664,China,Mumbai,Male,Group_B,91,79,65,67
665,Student_665,China,London,Female,Group_C,94,80,57,50
666,Student_666,USA,Beijing,Male,Group_A,59,59,97,84
667,Student_667,Germany,Beijing,Female,Group_C,80,64,67,80
668,Student_668,USA,Berlin,Male,Group_B,90,91,97,93
669,Student_669,India,Beijing,Female,Group_C,57,97,92,50
670,Student_670,USA,Mumbai,Female,Group_C,52,93,88,52
671,Student_671,China,Mumbai,Male,Group_C,97,67,98,52
672,Student_672,USA,New York,Male,Group_C,95,72,98,86
673,Student_673,Germany,Mumbai,Male,Group_C,58,82,61,68
674,Student_674,UK,Beijing,Male,Group_A,79,65,94,78
675,Student_675,USA,Mumbai,Female,Group_A,60,87,59,74
676,Student_676,Germany,Berlin,Male,Group_A,84,84,56,82
677,Student_677,Germany,New York,Female,Group_B,86,83,95,85
678,Student_678,China,Beijing,Male,Group_C,91,77,50,78
679,Student_679,Germany,New York,Female,Group_A,62,51,98,75
680,Student_680,Germany,Beijing,Female,Group_B,85,79,85,53
681,Student_681,Germany,Berlin,Female,Group_A,62,62,70,98
682,Student_682,Germany,New York,Female,Group_A,61,90,86,63
683,Student_683,India,London,Male,Group_C,86,65,73,99
684,Student_684,India,Beijing,Male,Group_B,59,54,74,76
685,Student_685,China,London,Female,Group_C,58,77,56,82
686,Student_686,USA,New York,Male,Group_C,56,88,91,71
687,Student_687,Germany,London,Male,Group_A,51,94,66,97
688,Student_688,USA,London,Female,Group_C,72,69,78,52
689,Student_689,USA,New York,Male,Group_B,88,73,79,72
690,Student_690,China,Berlin,Male,Group_C,89,76,56,70
691,Student_691,Germany,London,Male,Group_C,88,79,82,90
692,Student_692,Germany,London,Female,Group_C,70,94,56,72
693,Student_693,UK,Berlin,Male,Group_A,72,76,73,53
694,Student_694,USA,London,Female,Group_B,78,75,60,70
695,Student_695,USA,London,Male,Group_A,63,56,58,86
696,Student_696,India,London,Male,Group_A,75,91,61,92
697,Student_697,UK,Mumbai,Male,Group_A,54,96,84,80
698,Student_698,India,Berlin,Female,Group_A,80,87,53,70
699,Student_699,India,London,Female,Group_A,74,54,85,75
700,Student_700,India,Berlin,Male,Group_B,80,72,77,90
701,Student_701,China,Beijing,Female,Group_C,99,77,62,84
702,Student_702,China,Beijing,Male,Group_A,69,83,72,87
703,Student_703,India,London,Female,Group_A,93,64,68,73
704,Student_704,UK,Berlin,Female,Group_B,66,81,91,60
705,Student_705,USA,Berlin,Male,Group_B,94,75,86,90
706,Student_706,UK,Berlin,Male,Group_C,51,97,88,78
707,Student_707,Germany,Mumbai,Male,Group_B,74,80,73,96
708,Student_708,China,Beijing,Male,Group_C,62,68,65,52
709,Student_709,USA,Berlin,Female,Group_A,88,58,82,50
710,Student_710,USA,Berlin,Female,Group_A,77,78,61,68
711,Student_711,Germany,Mumbai,Female,Group_C,91,88,83,95
712,Student_712,Germany,Mumbai,Male,Group_B,55,53,56,98
713,Student_713,India,Berlin,Male,Group_C,52,52,60,71
714,Student_714,China,New York,Female,Group_B,84,78,80,63
715,Student_715,China,Berlin,Male,Group_A,67,60,78,98
716,Student_716,UK,Berlin,Female,Group_B,60,82,62,63
717,Student_717,India,Mumbai,Female,Group_C,69,87,80,93
718,Student_718,India,Mumbai,Female,Group_C,54,60,51,65
719,Student_719,India,Berlin,Female,Group_A,68,76,88,82
720,Student_720,India,Berlin,Female,Group_B,71,82,64,62
721,Student_721,China,Berlin,Male,Group_B,68,70,60,87
722,Student_722,China,Mumbai,Male,Group_B,96,88,83,98
723,Student_723,India,Berlin,Male,Group_A,65,80,88,61
724,Student_724,UK,Berlin,Female,Group_B,73,87,53,87
725,Student_725,USA,London,Female,Group_C,90,95,60,88
726,Student_726,USA,New York,Female,Group_B,53,51,78,82
727,Student_727,UK,Beijing,Female,Group_A,64,76,51,82
728,Student_728,India,New York,Male,Group_B,74,85,65,78
729,Student_729,China,London,Male,Group_B,93,60,88,54
730,Student_730,USA,Beijing,Female,Group_C,84,96,62,55
731,Student_731,Germany,Berlin,Female,Group_B,63,67,86,80
732,Student_732,Germany,London,Female,Group_C,98,50,66,65
733,Student_733,UK,Berlin,Male,Group_C,68,84,70,80
734,Student_734,India,Mumbai,Male,Group_A,87,84,93,74
735,Student_735,USA,London,Male,Group_C,85,80,68,97
736,Student_736,India,Mumbai,Female,Group_C,56,77,56,95
737,Student_737,USA,London,Female,Group_A,79,88,87,82
738,Student_738,UK,London,Male,Group_C,68,50,57,62
739,Student_739,UK,Mumbai,Female,Group_A,98,74,62,59
740,Student_740,Germany,Beijing,Male,Group_B,74,92,86,73
741,Student_741,India,New York,Female,Group_A,65,87,51,59
742,Student_742,Germany,Berlin,Male,Group_C,96,69,90,90
743,Student_743,India,London,Female,Group_A,89,52,60,80
744,Student_744,Germany,Berlin,Male,Group_C,57,51,73,62
745,Student_745,China,Mumbai,Male,Group_B,67,67,55,52
746,Student_746,China,Berlin,Male,Group_A,77,93,75,99
747,Student_747,China,Mumbai,Male,Group_B,65,59,56,83
748,Student_748,China,Berlin,Male,Group_C,68,54,88,98
749,Student_749,USA,New York,Male,Group_C,91,58,68,77
750,Student_750,China,New York,Female,Group_B,66,51,55,68
751,Student_751,UK,New York,Female,Group_A,94,83,92,72
752,Student_752,UK,New York,Female,Group_A,62,87,78,94
753,Student_753,USA,New York,Male,Group_C,56,80,92,81
754,Student_754,China,New York,Male,Group_B,76,59,88,62
755,Student_755,China,Mumbai,Female,Group_B,59,99,51,82
756,Student_756,China,London,Male,Group_A,83,61,68,83
757,Student_757,Germany,Berlin,Male,Group_A,85,85,53,82
758,Student_758,India,New York,Male,Group_A,74,70,55,54
759,Student_759,Germany,Mumbai,Male,Group_B,55,98,98,52
760,Student_760,India,Mumbai,Male,Group_A,73,96,86,56
761,Student_761,China,Mumbai,Female,Group_A,67,55,77,73
762,Student_762,China,London,Female,Group_C,72,97,79,71
763,Student_763,Germany,Berlin,Female,Group_A,55,98,56,94
764,Student_764,Germany,London,Female,Group_A,78,52,58,72
765,Student_765,India,Beijing,Female,Group_B,74,59,74,79
766,Student_766,UK,Mumbai,Male,Group_B,66,54,82,67
767,Student_767,India,Beijing,Male,Group_C,95,95,50,81
768,Student_768,Germany,New York,Male,Group_A,73,75,55,56
769,Student_769,Germany,New York,Male,Group_C,60,70,67,82
770,Student_770,USA,London,Female,Group_B,75,94,59,54
771,Student_771,Germany,Berlin,Female,Group_C,83,75,77,98
772,Student_772,USA,Beijing,Female,Group_B,77,87,60,77
773,Student_773,UK,Berlin,Male,Group_C,52,93,82,57
774,Student_774,India,London,Female,Group_C,60,75,50,64
775,Student_775,India,New York,Male,Group_A,87,57,62,53
776,Student_776,USA,Berlin,Female,Group_C,63,54,86,83
777,Student_777,India,Berlin,Female,Group_A,75,64,69,54
778,Student_778,Germany,New York,Male,Group_A,97,65,50,82
779,Student_779,China,Beijing,Male,Group_A,70,50,52,54
780,Student_780,USA,New York,Female,Group_A,88,65,67,87
781,Student_781,India,Berlin,Female,Group_C,79,86,90,83
782,Student_782,USA,Beijing,Male,Group_B,57,52,63,75
783,Student_783,USA,Beijing,Female,Group_B,69,96,80,50
784,Student_784,China,New York,Female,Group_B,97,80,76,53
785,Student_785,Germany,Berlin,Male,Group_C,81,62,66,88
786,Student_786,USA,London,Female,Group_A,71,65,95,75
787,Student_787,India,Berlin,Male,Group_B,56,92,78,82
788,Student_788,UK,Mumbai,Female,Group_C,58,70,85,82
789,Student_789,USA,London,Male,Group_A,94,51,86,57
790,Student_790,USA,Beijing,Female,Group_B,50,76,75,69
791,Student_791,China,London,Male,Group_A,78,87,66,65
792,Student_792,Germany,Beijing,Female,Group_B,57,75,71,70
793,Student_793,UK,Beijing,Male,Group_B,53,87,74,94
794,Student_794,India,London,Female,Group_B,84,95,51,75
795,Student_795,UK,Beijing,Female,Group_A,52,74,71,72
796,Student_796,India,Beijing,Female,Group_C,94,60,54,67
797,Student_797,Germany,Mumbai,Female,Group_A,89,57,53,80
798,Student_798,India,Berlin,Female,Group_B,56,57,85,91
799,Student_799,China,Berlin,Female,Group_A,76,82,55,61
800,Student_800,China,Mumbai,Female,Group_C,50,56,70,50
801,Student_801,China,London,Female,Group_A,76,87,62,91
802,Student_802,China,New York,Female,Group_C,65,70,86,58
803,Student_803,UK,New York,Male,Group_C,87,57,74,52
804,Student_804,Germany,New York,Male,Group_A,56,70,75,75
805,Student_805,India,Mumbai,Female,Group_B,93,69,88,58
806,Student_806,India,Mumbai,Male,Group_C,72,57,69,91
807,Student_807,China,Beijing,Female,Group_A,90,95,82,65
808,Student_808,China,New York,Female,Group_C,60,80,63,73
809,Student_809,USA,London,Male,Group_B,91,99,85,99
810,Student_810,Germany,London,Female,Group_A,82,78,66,63
811,Student_811,UK,New York,Female,Group_A,99,97,70,52
812,Student_812,India,New York,Male,Group_A,85,58,95,83
813,Student_813,USA,New York,Male,Group_B,86,64,65,82
814,Student_814,USA,Mumbai,Female,Group_C,90,79,95,99
815,Student_815,India,Mumbai,Male,Group_A,66,75,65,73
816,Student_816,UK,Mumbai,Male,Group_C,84,59,69,58
817,Student_817,USA,Berlin,Female,Group_C,97,78,78,62
818,Student_818,USA,London,Male,Group_B,54,65,77,51
819,Student_819,Germany,London,Male,Group_A,97,85,57,56
820,Student_820,UK,Beijing,Female,Group_C,81,69,73,97
821,Student_821,USA,Mumbai,Male,Group_A,52,94,52,70
822,Student_822,UK,Berlin,Male,Group_A,96,86,74,68
823,Student_823,India,Berlin,Female,Group_B,84,71,68,74
824,Student_824,China,London,Female,Group_A,63,56,82,96
825,Student_825,USA,Mumbai,Female,Group_A,97,72,51,71
826,Student_826,Germany,Beijing,Male,Group_C,80,90,64,60
827,Student_827,India,Mumbai,Female,Group_B,80,89,71,82
828,Student_828,UK,New York,Female,Group_A,66,78,59,81
829,Student_829,India,Mumbai,Male,Group_C,73,65,67,70
830,Student_830,USA,New York,Female,Group_B,72,87,71,88
831,Student_831,UK,New York,Female,Group_B,67,77,95,69
832,Student_832,China,Beijing,Female,Group_C,99,97,98,57
833,Student_833,India,London,Female,Group_C,63,87,76,91
834,Student_834,USA,Mumbai,Male,Group_C,99,80,62,86
835,Student_835,Germany,New York,Female,Group_C,64,63,82,58
836,Student_836,UK,Mumbai,Female,Group_C,64,82,54,74
837,Student_837,India,London,Male,Group_A,55,58,75,74
838,Student_838,India,London,Female,Group_A,76,76,62,82
839,Student_839,China,Berlin,Male,Group_B,64,73,76,51
840,Student_840,China,London,Male,Group_A,99,62,63,68
841,Student_841,Germany,Beijing,Male,Group_A,85,75,73,95
842,Student_842,Germany,New York,Female,Group_A,57,78,52,69
843,Student_843,USA,Berlin,Male,Group_C,64,98,96,91
844,Student_844,USA,Beijing,Male,Group_B,52,92,98,90
845,Student_845,Germany,Mumbai,Male,Group_B,96,77,79,91
846,Student_846,Germany,New York,Female,Group_B,62,77,84,78
847,Student_847,UK,London,Female,Group_B,90,57,97,55
848,Student_848,China,New York,Female,Group_A,83,72,63,66
849,Student_849,USA,Mumbai,Female,Group_A,73,78,61,74
850,Student_850,China,Berlin,Female,Group_C,89,54,77,87
851,Student_851,China,Berlin,Female,Group_B,81,91,93,53
852,Student_852,Germany,Berlin,Female,Group_A,81,56,78,79
853,Student_853,UK,London,Male,Group_A,79,91,92,69
854,Student_854,India,Beijing,Male,Group_C,98,85,66,52
855,Student_855,UK,Beijing,Male,Group_C,62,90,89,72
856,Student_856,UK,New York,Male,Group_C,50,76,98,67
857,Student_857,China,London,Female,Group_A,83,95,70,75
858,Student_858,UK,Berlin,Male,Group_A,64,51,72,85
859,Student_859,USA,Berlin,Male,Group_C,93,74,69,57
860,Student_860,China,Mumbai,Male,Group_B,63,58,60,66
861,Student_861,USA,Mumbai,Male,Group_C,78,76,83,80
862,Student_862,India,Berlin,Female,Group_C,83,50,59,86
863,Student_863,China,Berlin,Female,Group_C,67,72,59,94
864,Student_864,India,London,Female,Group_C,56,59,92,82
865,Student_865,China,Beijing,Male,Group_A,78,91,55,76
866,Student_866,Germany,Mumbai,Female,Group_B,80,74,85,94
867,Student_867,UK,Beijing,Male,Group_C,74,52,73,53
868,Student_868,Germany,London,Female,Group_B,87,55,61,71
869,Student_869,India,Berlin,Female,Group_B,63,55,92,75
870,Student_870,UK,Beijing,Female,Group_B,57,51,72,81
871,Student_871,China,Berlin,Female,Group_C,76,67,76,73
872,Student_872,UK,Berlin,Female,Group_A,51,72,94,95
873,Student_873,USA,New York,Male,Group_C,66,51,86,84
874,Student_874,UK,Beijing,Female,Group_B,86,61,55,86
875,Student_875,USA,Beijing,Male,Group_B,63,71,50,81
876,Student_876,UK,Berlin,Male,Group_A,74,86,55,56
877,Student_877,USA,London,Male,Group_C,79,69,99,82
878,Student_878,India,New York,Male,Group_B,78,88,71,80
879,Student_879,Germany,Berlin,Male,Group_A,69,73,90,61
880,Student_880,China,Mumbai,Female,Group_B,70,97,73,60
881,Student_881,UK,Mumbai,Female,Group_A,71,69,74,73
882,Student_882,Germany,New York,Female,Group_A,84,50,64,57
883,Student_883,China,London,Female,Group_C,86,50,75,81
884,Student_884,China,Berlin,Male,Group_B,65,66,57,87
885,Student_885,USA,Beijing,Female,Group_C,99,50,73,71
886,Student_886,India,New York,Female,Group_B,98,94,97,83
887,Student_887,India,London,Male,Group_C,92,79,87,68
888,Student_888,Germany,Beijing,Male,Group_B,66,90,55,69
889,Student_889,India,Mumbai,Female,Group_C,65,96,84,63
890,Student_890,UK,Mumbai,Female,Group_A,51,52,91,82
891,Student_891,India,Beijing,Male,Group_B,53,95,50,59
892,Student_892,Germany,New York,Female,Group_B,70,60,95,65
893,Student_893,India,Mumbai,Female,Group_A,88,73,85,53
894,Student_894,UK,Berlin,Female,Group_C,83,71,61,76
895,Student_895,USA,Beijing,Female,Group_B,79,93,87,77
896,Student_896,Germany,Beijing,Male,Group_B,55,94,60,92
897,Student_897,USA,Mumbai,Male,Group_C,66,75,61,65
898,Student_898,USA,New York,Male,Group_A,88,62,91,82
899,Student_899,USA,Berlin,Female,Group_C,74,50,99,97
900,Student_900,China,New York,Female,Group_C,54,73,88,68
901,Student_901,China,London,Female,Group_C,54,59,56,70
902,Student_902,USA,London,Female,Group_B,69,84,60,71
903,Student_903,Germany,Mumbai,Female,Group_A,65,73,85,58
904,Student_904,UK,Mumbai,Male,Group_A,90,77,80,58
905,Student_905,UK,Mumbai,Female,Group_C,86,85,82,58
906,Student_906,India,London,Female,Group_B,89,65,62,76
907,Student_907,Germany,New York,Male,Group_C,58,89,67,66
908,Student_908,China,New York,Female,Group_B,54,65,90,93
909,Student_909,USA,Mumbai,Male,Group_B,91,66,73,94
910,Student_910,India,Berlin,Male,Group_B,51,64,58,57
911,Student_911,UK,New York,Male,Group_B,58,65,80,65
912,Student_912,China,London,Male,Group_A,92,64,90,67
913,Student_913,China,Beijing,Male,Group_B,85,83,59,82
914,Student_914,USA,Beijing,Female,Group_B,71,60,51,50
915,Student_915,UK,Beijing,Male,Group_C,71,50,87,61
916,Student_916,Germany,Berlin,Male,Group_C,71,64,64,55
917,Student_917,China,Mumbai,Female,Group_A,83,75,52,90
918,Student_918,USA,London,Female,Group_C,78,53,92,54
919,Student_919,Germany,Berlin,Male,Group_B,87,92,80,65
920,Student_920,UK,London,Female,Group_C,95,54,55,67
921,Student_921,China,London,Female,Group_A,82,84,52,98
922,Student_922,Germany,Mumbai,Male,Group_C,67,62,60,67
923,Student_923,Germany,Beijing,Male,Group_C,56,59,64,50
924,Student_924,Germany,Mumbai,Female,Group_A,50,60,94,68
925,Student_925,China,Berlin,Male,Group_A,82,67,77,57
926,Student_926,China,Berlin,Male,Group_B,50,83,59,52
927,Student_927,India,Berlin,Female,Group_C,73,88,87,74
928,Student_928,UK,Mumbai,Male,Group_B,53,90,96,54
